경매개시일,법원명,경매사건번호,주소,대지권,전용,감정가,낙찰가,낙찰일,입찰인수,유찰수,매각가율,역과의거리,임차인대항력,,,,,,,,,
20200901,서울남부,2020-108674, 강서구 화곡동 409-126외 1필지 하나아이파크빌 제6층 제602호 ,7.8,10.8,26100 ,18499 ,2021-12-22,3 ,2 ,0.71 ,601 ,1 ,,,,,,,,,
20200901,서울남부,2020-108797,"  영등포구 도림동 229-9 도림빌라 5동 제202호
",7.1,12,21000 ,27300 ,2022-03-16,7 ,0 ,1.30 ,489 ,0 ,,,,,,,,,
20200901,서울중앙,2020-107743, 서초구 우면동 62 현대연립 제102동 제2층 제204호,36.3,37.6,110000 ,90520 ,2022-11-02,2 ,1 ,1.22 ,1312 ,0 ,,,,,,,,,
20200902,서울중앙,2020-4592, 관악구 신림동 61050외 1필지 로얄맨션 제4층 제401호   ,15.4,28.2,26000 ,29180 ,2021-06-16,1 ,0 ,1.12 ,1055 ,1 ,,,,,,,,,
20200902,서울북부,2020-108424, 중랑구 묵동 611 정호빌라 제나동 제3층 제302호   ,9.5,14.3,16000 ,13169 ,2021-08-23,1 ,1 ,0.82 ,523 ,1 ,,,,,,,,,
20200902,서울남부,2020-108803, 강서구 화곡동 970-33 아줄리움 제4층 제403호,6.1,10.1,23200 ,16733 ,2021-10-12,10 ,2 ,0.72 ,872 ,1 ,,,,,,,,,
20200902,서울남부,2020-6389, 양천구 신월동 238-23 에이스빌라 제2층 제202호 ,7.3,11.1,11000 ,10708 ,2021-10-13,9 ,1 ,0.97 ,879 ,1 ,,,,,,,,,
20200902,서울서부,2020-3440, 은평구 불광동 154외 1필지 청송평화하이맨션 제2층 제201호 ,11.8,20.4,24000 ,23588 ,2021-11-16,4 ,2 ,0.98 ,521 ,1 ,,,,,,,,,
20200903,서울북부,2020-5792, 강북구 미아동 7913021 베니하우스 제2층 제201호  ,8.2,16.9,17000 ,14380 ,2021-06-28,1 ,1 ,0.85 ,314 ,0 ,,,,,,,,,
20200903,서울북부,2020-108455, 강북구 수유동 31329 양지쉐르빌 제에이동 제3층 제303호  ,8.9,14.7,27200 ,28560 ,2021-09-07,4 ,1 ,1.05 ,327 ,0 ,,,,,,,,,
20200903,서울서부,2020-54981, 은평구 역촌동 47-35외 1필지 쉐라톤빌라 제3층 제301호 ,6.9,12,15000 ,14730 ,2021-09-28,14 ,1 ,0.98 ,596 ,0 ,,,,,,,,,
20200903,서울남부,2020-108926, 강서구 등촌동 365-31 도원힐라이프3 제4층 제402호 ,7.1,11.1,27400 ,8111 ,2022-04-12,2 ,6 ,0.30 ,284 ,1 ,,,,,,,,,
20200904,서울남부,2020-108889, 강서구 화곡동 36664 블루스카이빌 제3층 제302호   ,5.3,8.2,22700 ,14528 ,2021-05-12,1 ,2 ,0.64 ,628 ,1 ,,,,,,,,,
20200904,서울남부,2020-6693, 금천구 독산동 88716외 3필지 뜰안채 제1층 제101호   ,9.8,19.7,22000 ,18000 ,2021-05-18,1 ,1 ,0.82 ,1032 ,1 ,,,,,,,,,
20200904,서울서부,2020-55090, 마포구 성산동 3026외 1필지 화이트빌 제3층 제301호   ,18.5,37,66000 ,63489 ,2021-07-13,10 ,1 ,0.96 ,518 ,0 ,,,,,,,,,
20200904,서울남부,2020-108858, 금천구 시흥동 244-14외 2필지 테마빌2 제3층 제303호,5.4,9,18600 ,15066 ,2021-10-28,7 ,2 ,0.81 ,1760 ,0 ,,,,,,,,,
20200904,서울남부,2020-108858, 금천구 독산동 195-5 로얄파크뷰2차 제7층 제701호,5.3,9,22600 ,17690 ,2021-10-28,10 ,2 ,0.78 ,1174 ,0 ,,,,,,,,,
20200904,서울중앙,2020-107576," 관악구 봉천동 458-71 제4층 제402호
",4.2,8.9,21000 ,0 ,2022-03-10,0 ,0 ,0.00 ,553 ,1 ,,,,,,,,,
20200904,서울중앙,2020-107798, 관악구 신림동 408-46 가온빌 제2층 제202호 ,5.9,8.6,24500 ,23950 ,2022-04-14,1 ,1 ,0.98 ,356 ,1 ,,,,,,,,,
20200904,서울중앙,2020-107576, 관악구 봉천동 458-71 제3층 제303호,4.9,10.4,24600 ,26299 ,2022-07-28,1 ,0 ,0.94 ,554 ,1 ,,,,,,,,,
20200904,서울중앙,2020-107576, 관악구 봉천동 458-71 제4층 제403호,5.1,10.9,25000 ,0 ,2022-09-01,0 ,0 ,0.00 ,673 ,1 ,,,,,,,,,
20200905,서울중앙,2020-107576," 관악구 봉천동 458-71 제5층 제502호
",4.2,8.9,20500 ,0 ,2022-03-10,0 ,0 ,0.00 ,553 ,1 ,,,,,,,,,
20200907,서울서부,2020-55144, 은평구 갈현동 684 대광월드빌 제에이동 제4층 제401호   ,9.2,17.1,20600 ,23700 ,2021-04-20,1 ,0 ,1.15 ,964 ,1 ,,,,,,,,,
20200907,서울동부,2020-2797, 강동구 천호동 33775 제1층 제1호 현황:101호)   ,10.7,16,29100 ,32100 ,2021-05-17,1 ,0 ,1.10 ,484 ,0 ,,,,,,,,,
20200907,서울남부,2020-108865, 강서구 화곡동 35350외 1필지 남광파크빌 제5층 제502호   ,5.7,10.2,15000 ,14013 ,2021-06-16,2 ,1 ,0.93 ,284 ,1 ,,,,,,,,,
20200907,서울서부,2020-55137, 마포구 성산동 1116 제지하층 제1호  ,5.1,10.9,13400 ,15278 ,2021-08-24,4 ,0 ,1.14 ,522 ,0 ,,,,,,,,,
20200907,서울북부,2020-108530, 성북구 종암동 757 삼성베스트빌 제2층 제201호   ,6.9,10.4,18000 ,19376 ,2021-09-14,12 ,1 ,1.08 ,645 ,0 ,,,,,,,,,
20200908,서울북부,2020-5853, 강북구 인수봉로67길 122 지하층3호   ,9.2,13.3,9700 ,9750 ,2021-05-24,1 ,0 ,1.01 ,517 ,1 ,,,,,,,,,
20200909,서울남부,2020-109103, 강서구 화곡동 8157 대원맨션 제3층 제302호   ,9.9,17.9,21000 ,18000 ,2021-04-21,1 ,1 ,0.86 ,1257 ,1 ,,,,,,,,,
20200909,서울남부,2020-109189, 금천구 시흥동 78953 청솔빌리지 제비동 제4층 제403호   ,11,17.7,26300 ,28130 ,2021-07-21,2 ,0 ,1.07 ,1160 ,1 ,,,,,,,,,
20200909,서울북부,2020-5891, 중랑구 묵동 584 현대빌라트 제2층 제201호   ,11.8,24.4,30500 ,36850 ,2021-09-08,2 ,0 ,1.21 ,408 ,0 ,,,,,,,,,
20200909,서울북부,2020-108653, 도봉구 도봉로175길 61 비동 2층 1호삼성빌라)   ,13,14.9,10900 ,11687 ,2021-09-08,27 ,1 ,1.07 ,288 ,1 ,,,,,,,,,
20200909,서울북부,2020-108721, 강북구 번동 148-320 청운빌라 제1층 제가호 ,9.3,14.2,13000 ,23400 ,2021-10-13,21 ,0 ,1.80 ,610 ,0 ,,,,,,,,,
20200909,서울중앙,2020-4820," 동작구 사당동 278-73 상민맨션 제비층 제비01호(현칭 101호) 외1건
",6.9,16.2,24800 ,10530 ,2022-01-25,2 ,4 ,0.42 ,254 ,0 ,,,,,,,,,
20200909,서울중앙,2020-4776, 관악구 신림동 675-240 내제1층1호 외1건,14.4,13.7,14500 ,17226 ,2022-07-28,4 ,0 ,0.84 ,2033 ,1 ,,,,,,,,,
20200910,서울북부,2020-108707, 노원구 상계동 108624 정현빌라 제4층 제401호   ,3.9,8.7,10300 ,9000 ,2021-07-05,2 ,2 ,0.87 ,545 ,1 ,,,,,,,,,
20200910,서울남부,2020-109097, 구로구 구로동 45419외 1필지 다보빌 제4층 제401호   ,5.4,5.8,13200 ,6200 ,2021-08-18,1 ,5 ,0.47 ,640 ,1 ,,,,,,,,,
20200910,서울동부,2020-54743, 송파구 오금동 11426 두일그린빌 제5층 제501호   ,11.4,18.9,29600 ,31700 ,2021-09-27,0 ,1 ,1.07 ,696 ,1 ,,,,,,,,,
20200910,서울북부,2020-108714,서울 성북구 정릉동 산87-85 외 5필지 산장빌라 제1동 제1층 제101호 ,21.5,18.1,28500 ,28559 ,2021-10-12,3 ,1 ,1.00 ,609 ,0 ,,,,,,,,,
20200910,서울서부,2020-3600, 마포구 연남동 229-69 퀸스빌 제2층 제202호,14.8,26.4,44400 ,41055 ,2021-11-02,1 ,1 ,0.92 ,539 ,0 ,,,,,,,,,
20200911,서울중앙,2020-4783, 서초구 양재동 46-2 제가동 제1층 외1건,95.1,87.2,334000 ,340990 ,2021-09-28,1 ,0 ,1.02 ,377 ,0 ,,,,,,,,,
20200911,서울중앙,2020-107422, 강남구 세곡동 541 강남효성해링턴코트106 제1층 제103호,39.2,31.9,178400 ,202199 ,2021-09-28,5 ,0 ,1.13 ,1884 ,0 ,,,,,,,,,
20200914,서울남부,2020-109257, 구로구 가리봉동 89-19 제2층 제202호,7.6,10.3,12000 ,17545 ,2021-09-29,7 ,0 ,1.46 ,100 ,1 ,,,,,,,,,
20200914,서울중앙,2020-108036," 중구 신당동 366-148 신당지음 제3층 제302호
",7.2,9.1,32100 ,22333 ,2022-01-26,1 ,2 ,0.70 ,161 ,1 ,,,,,,,,,
20200914,서울동부,2020-54873," 광진구 구의동 559-4 제5층 제501호
",6.4,13.7,21500 ,22567 ,2022-02-21,10 ,1 ,1.05 ,494 ,0 ,,,,,,,,,
20200914,서울중앙,2020-108036, 중구 신당동 366-148 신당지음 제3층 제301호 ,6.4,8.1,28700 ,21387 ,2022-04-06,3 ,4 ,0.75 ,158 ,1 ,,,,,,,,,
20200914,서울서부,2020-55281, 은평구 응암동 227-24 연세하이츠빌라 제2층 제201호 ,9.3,18.4,21100 ,21155 ,2022-04-12,1 ,0 ,1.00 ,996 ,1 ,,,,,,,,,
20200914,서울서부,2020-55281, 은평구 응암동 227-24 연세하이츠빌라 제1층 제102호,9.3,18.4,19100 ,17200 ,2022-05-17,3 ,1 ,1.11 ,988 ,1 ,,,,,,,,,
20200914,서울서부,2020-55281, 은평구 응암동 227-24 연세하이츠빌라 제4층 제401호,9.3,18.4,21100 ,21311 ,2022-05-17,5 ,1 ,0.99 ,992 ,1 ,,,,,,,,,
20200914,서울중앙,2020-108036, 중구 신당동 366-148 신당지음 제2층 제201호,6.4,8.1,28700 ,15360 ,2022-06-15,0 ,3 ,1.87 ,160 ,1 ,,,,,,,,,
20200915,서울남부,2020-109417, 강서구 화곡동 504204외 1필지 예성그린캐슬2차 제1층 제101호   ,8.1,15,17000 ,13780 ,2021-09-01,9 ,2 ,0.81 ,1345 ,0 ,,,,,,,,,
20200915,서울북부,2020-6023, 도봉구 쌍문동 49536외 3필지 마운틴뷰 제4층 제401호   ,10.2,14,25000 ,25250 ,2021-09-07,2 ,0 ,1.01 ,140 ,1 ,,,,,,,,,
20200915,서울서부,2020-3679, 은평구 불광동 170-64 제2층 제202호 ,7.4,13.5,12600 ,11857 ,2021-09-28,2 ,1 ,0.94 ,827 ,1 ,,,,,,,,,
20200915,서울중앙,2020-4882, 관악구 봉천동 207-34 제지하층 제2호,7.5,11.1,14200 ,12100 ,2021-11-02,1 ,1 ,0.85 ,168 ,1 ,,,,,,,,,
20200916,서울북부,2020-6078, 도봉구 쌍문동 3456 제1층 제102호  ,4,8.1,8500 ,8550 ,2021-05-24,2 ,0 ,1.01 ,686 ,0 ,,,,,,,,,
20200916,서울남부,2020-109462, 양천구 신월동 739외 1필지 가온빌 제4층 제401호   ,5.6,8.8,18000 ,15200 ,2021-06-10,1 ,1 ,0.84 ,884 ,1 ,,,,,,,,,
20200916,서울북부,2020-6061, 강북구 번동 4558외 3필지 중앙하이츠 제2층 제203호   ,6.2,13.4,17900 ,15100 ,2021-06-28,2 ,1 ,0.84 ,734 ,0 ,,,,,,,,,
20200916,서울북부,2020-108912, 동대문구 장안동 9343 제6층 제602호   ,4.4,12,18800 ,13550 ,2021-07-05,3 ,2 ,0.72 ,1503 ,1 ,,,,,,,,,
20200916,서울북부,2020-6108, 도봉구 창동 60187 종암빌라 제3층 제301호  ,5.3,11.5,11000 ,15768 ,2021-09-07,24 ,0 ,1.43 ,790 ,0 ,,,,,,,,,
20200916,서울북부,2020-108929, 중랑구 면목동 30-55 세진아트빌 제1동 제5층 제501호 ,9.5,16.3,20600 ,17110 ,2021-10-12,2 ,1 ,0.83 ,1050 ,0 ,,,,,,,,,
20200917,서울남부,2020-6990," 강서구 화곡동 102-169 동방빌라 제지하층 제비01호
",6,10.6,8800 ,6918 ,2022-02-08,16 ,2 ,0.79 ,456 ,0 ,,,,,,,,,
20200917,서울남부 ,2020-109486, 금천구 독산동 905-41외 3필지 마이해피하우스 제4층 제401호,7,13.3,23100 ,2481 ,2022-06-15,1 ,10 ,9.31 ,1000 ,1 ,,,,,,,,,
20200918,서울남부,2020-109608, 강서구 화곡동 40713외 1필지 롯데팰리스 제4층 제401호   ,7.4,12.8,26000 ,24200 ,2021-07-14,1 ,1 ,0.93 ,324 ,1 ,,,,,,,,,
20200918,서울북부,2020-109021, 노원구 중계동 9013 친우맨션 제4층 제402호  ,15.4,21.5,33800 ,28055 ,2021-08-17,4 ,1 ,0.83 ,1418 ,0 ,,,,,,,,,
20200921,서울남부,2020-7115, 강서구 화곡동 34090외 1필지 가온빌 제6층 제601호   ,5.2,8.2,20500 ,15000 ,2021-04-21,1 ,2 ,0.73 ,174 ,1 ,,,,,,,,,
20200921,서울북부,2020-6153, 도봉구 쌍문동 31534 정호빌라 제4층 제2호  ,10,18.5,20100 ,20100 ,2021-04-26,1 ,0 ,1.00 ,340 ,0 ,,,,,,,,,
20200921,서울서부,2020-55298, 은평구 역촌동 229 홍일빌라 제2층 제203호   ,5,9.1,11500 ,11600 ,2021-07-06,1 ,0 ,1.01 ,568 ,1 ,,,,,,,,,
20200921,서울중앙,2020-108357, 관악구 봉천동 1511-37 리치하임 제3층 제301호 외1건,6.2,17.2,31400 ,24365 ,2021-09-29,4 ,2 ,0.78 ,567 ,1 ,,,,,,,,,
20200921,서울중앙,2020-5120, 강남구 논현동 172-19 제지하층 제2호 ,12.6,16.6,33900 ,40399 ,2021-12-22,7 ,0 ,1.19 ,357 ,0 ,,,,,,,,,
20200921,서울남부,2020-7030," 강서구 화곡동 455-7 성우하이츠빌라 제2층 제201호
",7.1,16.3,16200 ,14240 ,2022-02-08,6 ,1 ,0.88 ,586 ,0 ,,,,,,,,,
20200921,서울중앙,2020-108203," 관악구 봉천동 180-430 신경빌라 5차 제3층 제401호
",8.8,11.7,15700 ,15710 ,2022-02-17,2 ,0 ,1.00 ,897 ,0 ,,,,,,,,,
20200922,서울남부,2020-6976, 구로구 구로동 55194외 1필지 보성팰리스18차 제지1층 제비01호   ,5.3,9.2,16400 ,10500 ,2021-08-17,1 ,2 ,0.64 ,273 ,1 ,,,,,,,,,
20200923,서울북부,2020-6221, 노원구 상계동 104832 토양맨션 제에이동 제1층 제101호   ,6.8,12.9,14500 ,13300 ,2021-05-31,5 ,1 ,0.92 ,379 ,1 ,,,,,,,,,
20200923,서울남부,2020-109714, 강서구 화곡동 36639 더그린화곡 제101동 제6층 제602호   ,6.8,11,19900 ,15920 ,2021-06-01,1 ,1 ,0.80 ,569 ,1 ,,,,,,,,,
20200923,서울남부,2020-7078, 양천구 목동 72521 삼성아크로빌 제지층 제비01호  ,7.7,18,14700 ,16100 ,2021-07-21,11 ,1 ,1.10 ,1249 ,0 ,,,,,,,,,
20200924,서울남부,2020-7184, 강서구 화곡동 86724 청송평화하이맨션 제B동 제5층 제501호   ,9.7,17.6,20600 ,15200 ,2021-09-01,0 ,2 ,0.74 ,818 ,1 ,,,,,,,,,
20200924,서울남부 ,2020-109721, 금천구 가산동 146-92외 1필지 에코플러스(가산) 제2층 제203호,5.5,9,24700 ,5280 ,2022-05-31,1 ,7 ,4.68 ,1027 ,1 ,,,,,,,,,
20200924,서울중앙,2020-108463, 동작구 상도동 275-7외 1필지 한빛에코빌 제5층 제504호,6,8.5,22700 ,25700 ,2022-06-02,2 ,0 ,0.88 ,729 ,1 ,,,,,,,,,
20200925,서울북부,2020-6269, 강북구 수유동 16712외 1필지 동아쉐르빌 제3층 제303호  ,4.7,8.4,12900 ,13088 ,2021-06-28,1 ,0 ,1.01 ,557 ,0 ,,,,,,,,,
20200928,서울남부,2020-7177, 강서구 화곡동 104414 신세기그린빌 제5층 제502호   ,9.3,16.2,17300 ,14500 ,2021-03-17,1 ,1 ,0.84 ,430 ,1 ,,,,,,,,,
20200928,서울동부,2020-55005, 송파구 가락동 19412 가가빌라 제1층 제102호  ,9.7,13.9,26100 ,27501 ,2021-08-09,14 ,1 ,1.05 ,455 ,0 ,,,,,,,,,
20200928,서울북부,2020-6276, 성북구 정릉동 192-237외 1필지 천우네오젠 제6층 제603호,5.9,8.8,20400 ,19300 ,2021-09-29,1 ,2 ,0.95 ,598 ,1 ,,,,,,,,,
20200928,서울북부,2020-109281, 성북구 길음동 1215 제2층 제201호,8.8,17.1,25100 ,3472 ,2022-07-20,1 ,9 ,7.23 ,456 ,1 ,,,,,,,,,
20200928,서울북부,2020-109281, 성북구 길음동 1215 제2층 제202호 ,7.7,15.1,22100 ,3298 ,2022-11-02,1 ,9 ,6.70 ,473 ,1 ,,,,,,,,,
20200929,서울남부,2020-109745, 양천구 신월동 721 문성빌라 제3층 제301호   ,4.6,9.2,12000 ,13182 ,2021-04-20,2 ,0 ,1.10 ,807 ,1 ,,,,,,,,,
20201005,서울중앙,2020-5335, 관악구 신림동 9274 전원주택 제지하층 제비01호   ,3.6,7.7,7200 ,9009 ,2021-07-06,6 ,1 ,1.25 ,197 ,0 ,,,,,,,,,
20201005,서울남부,2020-109905," 강서구 화곡로 211-5, 선진프리텔 제1층 제105호 ",3.5,6.5,8600 ,8011 ,2021-10-13,2 ,1 ,0.93 ,379 ,0 ,,,,,,,,,
20201005,서울남부,2020-109967, 구로구 가리봉동 106-64 중앙하이츠빌 제3층 제302호,9.5,15.2,20100 ,27899 ,2021-11-03,0 ,1 ,1.39 ,292 ,0 ,,,,,,,,,
20201006,서울동부,2020-54972, 송파구 삼전동 372 제2층 제202호  ,9,18.7,38700 ,42580 ,2021-06-07,3 ,0 ,1.10 ,337 ,0 ,,,,,,,,,
20201006,서울남부,2020-7382, 양천구 신월동 1523 태형빌라트 제3층 제302호  ,5.7,11.4,10900 ,10240 ,2021-08-18,10 ,1 ,0.94 ,1588 ,0 ,,,,,,,,,
20201006,서울중앙,2020-108609, 동작구 사당동 220-120외 1필지 예그리나빌라 제2층 제202호,7.2,13.5,30300 ,26000 ,2022-07-07,1 ,1 ,1.17 ,203 ,1 ,,,,,,,,,
20201006,서울중앙,2020-108609, 동작구 사당동 220-120외 1필지 예그리나빌라 제2층 제203호,5.1,9.5,20800 ,17126 ,2022-07-07,1 ,1 ,1.21 ,203 ,1 ,,,,,,,,,
20201006,서울중앙,2020-108609, 동작구 사당동 220-120외 1필지 예그리나빌라 제2층 제204호,5,9.4,21200 ,17862 ,2022-08-11,1 ,2 ,1.19 ,202 ,1 ,,,,,,,,,
20201007,서울남부,2020-7436, 양천구 신월동 350 미성빌라 제나동 제1층 제101호  ,9.9,14.4,13800 ,20222 ,2021-06-10,2 ,0 ,1.47 ,1829 ,0 ,,,,,,,,,
20201007,서울중앙,2020-4905, 관악구 봉천동 458-16외 4필지 다성홈타운 제지층 제02호 ,7.6,21.9,25700 ,21088 ,2021-11-16,2 ,2 ,0.82 ,547 ,0 ,,,,,,,,,
20201008,서울서부,2020-55755, 서대문구 홍제동 156477 하우스인 제3층 제301호   ,7.3,8.9,18500 ,19001 ,2021-07-06,1 ,0 ,1.03 ,625 ,1 ,,,,,,,,,
20201008,서울남부,2020-7573, 강서구 화곡동 794-5 블루힐 제2층 제202호 ,8,13.7,30000 ,25200 ,2021-10-12,1 ,3 ,0.84 ,649 ,1 ,,,,,,,,,
20201008,서울남부,2020-7573, 강서구 화곡동 794-5 블루힐 제2층 제201호,9.1,15.5,34100 ,25700 ,2021-10-12,1 ,3 ,0.75 ,649 ,1 ,,,,,,,,,
20201008,서울남부,2020-7573, 강서구 화곡동 794-5 블루힐 제2층 제205호,9.1,15.5,34100 ,24100 ,2021-10-12,1 ,3 ,0.71 ,649 ,1 ,,,,,,,,,
20201008,서울남부,2020-7474, 양천구 신월동 155-5 프리마 제5층 제502호 ,4,6.6,11500 ,8633 ,2021-10-20,3 ,2 ,0.75 ,1474 ,0 ,,,,,,,,,
20201008,서울남부,2020-7559, 강서구 화곡동 342-76 마마스빌 제2층 제201호 ,6.2,9,22000 ,16799 ,2021-10-28,8 ,2 ,0.76 ,147 ,0 ,,,,,,,,,
20201008,서울남부,2020-7559, 강서구 화곡동 342-76 마마스빌 제2층 제202호,7.8,11.4,26700 ,21259 ,2021-10-28,8 ,2 ,0.80 ,147 ,0 ,,,,,,,,,
20201008,서울남부,2020-7559, 강서구 화곡동 342-76 마마스빌 제3층 제302호,7.8,11.4,26700 ,21369 ,2021-10-28,8 ,2 ,0.80 ,147 ,0 ,,,,,,,,,
20201008,서울서부,2020-55786, 은평구 갈현동 518-2 청림아트빌 제지층 제비01호 ,4.9,10.9,9200 ,8150 ,2021-11-02,4 ,1 ,0.89 ,706 ,0 ,,,,,,,,,
20201008,서울남부,2020-7504, 강서구 화곡동 868-27 로빈하우스 제6층 제602호 ,5.4,8.9,26000 ,16710 ,2021-11-24,1 ,2 ,0.64 ,740 ,1 ,,,,,,,,,
20201008,서울남부,2020-7511," 강서구 등촌동 654-40 에스엠파크빌 제2층 제201호
",8.1,13.3,21400 ,13696 ,2022-01-11,1 ,2 ,0.64 ,458 ,1 ,,,,,,,,,
20201008,서울남부,2020-7511," 강서구 등촌동 654-40 에스엠파크빌 제2층 제202호
",9.6,15.7,22900 ,14656 ,2022-01-11,1 ,2 ,0.64 ,458 ,1 ,,,,,,,,,
20201008,서울남부,2020-7511," 강서구 등촌동 654-40 에스엠파크빌 제2층 제204호
",8.1,13.2,21300 ,13632 ,2022-01-11,1 ,2 ,0.64 ,458 ,1 ,,,,,,,,,
20201011,서울서부,2020-3839, 은평구 갈현동 477-9 신성빌리지 제4층 제401호,9.2,15.6,33200 ,31000 ,2021-10-12,1 ,2 ,0.93 ,427 ,1 ,,,,,,,,,
20201011,서울서부,2020-55694," 은평구 역촌동 35-10외 1필지 베로니스명가 제2층 제201호
",11.3,22.6,29000 ,27999 ,2022-01-25,7 ,1 ,0.97 ,456 ,0 ,,,,,,,,,
20201012,서울북부,2020-6443, 성북구 정릉동 508-194외 3필지 스카이로얄빌리지 제1동(현칭:D동) 제지하층 제1호,13.6,16.8,13600 ,11622 ,2021-10-06,3 ,1 ,0.85 ,709 ,0 ,,,,,,,,,
20201012,서울북부,2020-6450, 도봉구 쌍문동 103-233 우림파크빌 제5층 제502호,9.6,17.2,20700 ,19578 ,2021-10-12,3 ,1 ,0.95 ,464 ,0 ,,,,,,,,,
20201012,서울서부,2020-55809, 은평구 역촌동 19-76외 1필지 동진홈타운 제3층 제301호,9.6,16.6,20400 ,21600 ,2021-10-12,1 ,0 ,1.06 ,282 ,0 ,,,,,,,,,
20201012,서울남부,2020-7528, 강서구 화곡동 372-8외 1필지 더하우스 제4층 제403호 ,4.5,7.7,21900 ,17399 ,2021-11-03,6 ,2 ,0.79 ,636 ,1 ,,,,,,,,,
20201012,서울남부,2020-7528, 강서구 화곡동 372-8외 1필지 더하우스 제4층 제404호 ,4.8,8.2,19300 ,15199 ,2021-11-03,5 ,2 ,0.79 ,636 ,1 ,,,,,,,,,
20201012,서울남부,2020-7528, 강서구 화곡동 372-8외 1필지 더하우스 제2층 제201호 ,4.8,8.2,19300 ,15199 ,2021-11-03,10 ,2 ,0.79 ,636 ,1 ,,,,,,,,,
20201012,서울남부,2020-7528, 강서구 화곡동 372-8외 1필지 더하우스 제3층 제302호 ,7.9,13.4,31700 ,20362 ,2021-11-03,1 ,2 ,0.64 ,636 ,1 ,,,,,,,,,
20201012,서울북부,2020-109564, 중랑구 상봉동 118-7 포시즌빌 제2층 제202호 ,3.7,7.2,13500 ,11110 ,2021-12-22,5 ,2 ,0.82 ,294 ,1 ,,,,,,,,,
20201012,서울북부,2020-109564, 중랑구 중화동 332-42외 2필지 더빌 제2층 제204호,7.7,13.3,19200 ,4088 ,2022-06-15,1 ,7 ,4.70 ,352 ,1 ,,,,,,,,,
20201012,서울중앙,2020-108760, 관악구 봉천동 173-57 제3층 제302호,1.9,3.2,5300 ,4839 ,2022-07-07,3 ,1 ,1.10 ,748 ,1 ,,,,,,,,,
20201013,서울중앙,2020-5441, 관악구 봉천동 1524-31 궁전아트빌 제지1층 제비101호,7.8,18.4,17900 ,15166 ,2021-09-29,1 ,1 ,0.85 ,144 ,1 ,,,,,,,,,
20201013,서울남부,2020-110318, 금천구 시흥동 204-4외 2필지 고센아트빌 제2층 제203호,5.7,9.1,18500 ,14559 ,2021-10-14,6 ,2 ,0.79 ,1502 ,1 ,,,,,,,,,
20201014,서울남부,2020-110134, 영등포구 도림동 23412 부림타운 제4층 제401호   ,6.7,15.3,23900 ,30162 ,2021-06-08,0 ,0 ,1.26 ,565 ,0 ,,,,,,,,,
20201014,서울북부,2020-109632, 강북구 수유동 13083 대한리버빌 제2층 제201호   ,11.2,15.9,20000 ,19300 ,2021-07-05,3 ,1 ,0.97 ,322 ,1 ,,,,,,,,,
20201015,서울서부,2020-55892, 은평구 응암동 1001 예성아트빌 제4층 제402호   ,5.7,8.4,14000 ,15111 ,2021-07-13,2 ,0 ,1.08 ,728 ,1 ,,,,,,,,,
20201015,서울서부,2020-55830, 은평구 불광동 281-50 서원피렌체 제9층 제902호,2.3,6.4,22200 ,8341 ,2022-05-03,1 ,6 ,2.66 ,109 ,1 ,,,,,,,,,
20201016,서울남부,2020-7719, 금천구 독산동 9748외 1필지 한백아트 제6층 제601호  ,7.6,18,25900 ,26111 ,2021-07-21,1 ,0 ,1.01 ,1015 ,0 ,,,,,,,,,
20201016,서울북부,2020-109120, 중랑구 중화동 274-18 한양주택 제3층 제301호,6.7,12.8,14700 ,15005 ,2021-10-06,6 ,1 ,1.02 ,412 ,1 ,,,,,,,,,
20201016,서울동부,2020-3677, 광진구 구의동 72-3 누리안 제3층 제302호 ,3.7,6.3,13000 ,11700 ,2021-12-20,2 ,1 ,0.90 ,328 ,1 ,,,,,,,,,
20201016,서울서부,2020-55991, 서대문구 홍은동 265-416외 1필지 대호아트빌 제3층 제304호 ,5.8,8.4,17600 ,18300 ,2022-04-05,5 ,2 ,1.04 ,1118 ,0 ,,,,,,,,,
20201019,서울북부,2020-109519, 도봉구 방학동 6121 타임빌 제4층 제401호   ,4.9,10.7,9400 ,9550 ,2021-06-28,2 ,0 ,1.02 ,1156 ,0 ,,,,,,,,,
20201019,서울서부,2020-4061, 서대문구 북가좌동 349-28 제지하층 제1호,9,13.5,63000 ,89999 ,2021-10-12,2 ,0 ,1.43 ,312 ,1 ,,,,,,,,,
20201019,서울서부,2020-56000, 은평구 역촌동 226-2외 1필지 골든네스트 제103동 제5층 제501호,5.8,9.6,13600 ,14120 ,2021-10-12,2 ,1 ,1.04 ,1042 ,0 ,,,,,,,,,
20201019,서울동부,2020-3684, 광진구 구의동 558-5 삼성그린빌라 제지하층 제1호 ,8.9,15.3,15100 ,11411 ,2021-12-06,3 ,2 ,0.76 ,479 ,1 ,,,,,,,,,
20201019,서울서부,2020-4054, 은평구 녹번동 156-27외 3필지 삼영평안채 제가동 제2층 제202호,5.5,8.6,22000 ,6208 ,2022-06-14,1 ,6 ,3.54 ,421 ,1 ,,,,,,,,,
20201020,서울북부,2020-109731, 성북구 길음동 1175 성우스타팰리스 제104동 제2층 제202호   ,10.9,21,23800 ,23000 ,2021-06-28,2 ,1 ,0.97 ,640 ,1 ,,,,,,,,,
