경매개시일,법원명,경매사건번호,주소,대지권,전용,감정가,낙찰가,낙찰일,입찰인수,유찰수,매각가율,역과의거리,임차인대항력,,,,,,,,,
20201020,서울남부,2020-110653, 금천구 시흥동 827-3 신흥뜨란채 제6층 제602호,5.8,10.1,23600 ,20500 ,2021-09-29,1 ,1 ,0.87 ,1395 ,1 ,,,,,,,,,
20201020,서울남부,2020-110653, 금천구 시흥동 932-8외 1필지 고센아트빌 제4층 제403호 ,8.9,10.6,20600 ,25500 ,2021-09-29,1 ,1 ,1.24 ,1480 ,1 ,,,,,,,,,
20201020,서울북부,2020-6313, 강북구 수유동 358-5 새로움빌 제3층 제302호,8.3,13.8,23500 ,20175 ,2021-10-13,3 ,1 ,0.86 ,286 ,0 ,,,,,,,,,
20201020,서울남부,2020-110653, 금천구 시흥동 827-3 신흥뜨란채 제4층 제401호 ,5,8.7,20200 ,15899 ,2021-10-28,9 ,2 ,0.79 ,1406 ,0 ,,,,,,,,,
20201020,서울남부,2020-110653, 금천구 시흥동 932-8외 1필지 고센아트빌 제2층 제203호 ,8.9,10.6,20200 ,17999 ,2021-10-28,13 ,2 ,0.89 ,1495 ,0 ,,,,,,,,,
20201020,서울중앙,2020-5595, 관악구 봉천동 1557-16 영락아트빌라 제나동 제3층 제301호 ,8.5,16.1,22600 ,22930 ,2021-11-02,1 ,0 ,1.01 ,820 ,0 ,,,,,,,,,
20201020,서울남부,2020-110653, 금천구 독산동 378-468 스타빌리지 제4층 제401호 ,4.2,10.4,23800 ,23716 ,2021-12-02,1 ,3 ,1.00 ,1209 ,1 ,,,,,,,,,
20201020,서울중앙,2020-109183," 동작구 사당동 446-15외 1필지 늘푸른숲 제가동 제4층 제402호
",9.4,15,42700 ,37110 ,2022-03-02,2 ,1 ,0.87 ,659 ,1 ,,,,,,,,,
20201020,서울남부,2020-110646," 강서구 화곡동 424-8외 2필지 마크하우스 제5층 제502호
",9.5,14.7,29900 ,24280 ,2022-03-15,2 ,1 ,0.81 ,359 ,0 ,,,,,,,,,
20201020,서울중앙,2020-109244, 관악구 신림동 654-3외 1필지 더클래스 제3층 제303호 ,9,13.9,27100 ,26000 ,2022-04-14,1 ,1 ,0.96 ,1193 ,0 ,,,,,,,,,
20201021,서울북부,2020-109885, 중랑구 면목동 45455외 6필지 오렌지타운 제101동 제2층 제202호   ,6.3,9.1,24700 ,20700 ,2021-06-28,2 ,1 ,0.84 ,296 ,1 ,,,,,,,,,
20201021,서울서부,2020-56055, 은평구 갈현동 327-30 공간빌 제4층 제401호 ,10.1,16,23900 ,22333 ,2021-09-28,2 ,1 ,0.93 ,842 ,0 ,,,,,,,,,
20201021,서울중앙,2020-5496," 동작구 상도1동 364-2 동천에코하우스 제5층 제501호
",4.1,9,32400 ,26500 ,2022-03-08,8 ,2 ,0.82 ,337 ,0 ,,,,,,,,,
20201021,서울중앙,2020-5496," 동작구 상도1동 364-2 동천에코하우스 제5층 제502호
",4.1,9,32400 ,24831 ,2022-03-08,6 ,2 ,0.77 ,337 ,0 ,,,,,,,,,
20201022,서울남부,2020-7849, 강서구 화곡동 37716외 1필지 태영팰리스 제3층 제303호   ,6.4,11.8,22900 ,19500 ,2021-07-06,1 ,1 ,0.85 ,601 ,1 ,,,,,,,,,
20201022,서울북부,2020-6559, 도봉구 도봉동 599-15 도봉하이츠빌라 제1층 제101호,9.6,14.5,14000 ,13130 ,2021-09-28,4 ,1 ,0.94 ,281 ,0 ,,,,,,,,,
20201022,서울서부,2020-4108, 은평구 응암동 227-24 연세하이츠빌라 제1층 제101호 ,9.3,18.4,20100 ,19207 ,2022-04-12,4 ,1 ,0.96 ,988 ,1 ,,,,,,,,,
20201023,서울서부,2020-56222, 은평구 신사동 270-47외 3필지 벨루체 제102동 제5층 제501호,5.5,8.8,17000 ,17000 ,2021-09-28,1 ,0 ,1.00 ,817 ,1 ,,,,,,,,,
20201023,서울중앙,2020-5601, 종로구 동숭동 4-100 제1층 제101호 대지권 4.3평 ,4.3,8.1,10200 ,9537 ,2021-09-29,3 ,1 ,0.94 ,368 ,1 ,,,,,,,,,
20201023,서울남부,2020-110820, 구로구 개봉동 153-62외 1필지 에스케이팰레스 제2층 제202호 ,5.3,8.7,19100 ,14631 ,2021-11-17,7 ,2 ,0.77 ,613 ,1 ,,,,,,,,,
20201023,서울남부,2020-110882," 양천구 목동 520-5 대한아트빌라 2차 제2층 제202호(현황: 제302호)
",7.2,13.3,18400 ,5023 ,2022-02-09,1 ,6 ,0.27 ,341 ,1 ,,,,,,,,,
20201026,서울남부,2020-110912, 강서구 화곡동 87146외 1필지 로즈빌 제4층 제402호   ,5.7,8.8,18900 ,17700 ,2021-04-21,1 ,1 ,0.94 ,526 ,1 ,,,,,,,,,
20201026,서울동부,2020-55371, 광진구 구의동 36-19 제2동(현황:나동) 제지하층 제01호(현황:101호) 외1건,9.5,12.4,11000 ,9527 ,2021-10-06,1 ,1 ,0.87 ,521 ,0 ,,,,,,,,,
20201026,서울서부,2020-56253, 은평구 구산동 24-82 태림주택 제2층 제201호 ,12.9,18.5,23500 ,20222 ,2021-12-07,2 ,1 ,0.86 ,545 ,0 ,,,,,,,,,
20201026,서울서부,2020-56260, 은평구 갈현동 481-10 거성리젠시 제5층 제501호 ,10.1,18,27600 ,27688 ,2021-09-28,1 ,0 ,1.00 ,287 ,1 ,,,,,,,,,
20201027,서울남부,2020-110578, 구로구 고척동 24157 수그린빌 제2층 제203호   ,6.1,9.1,19000 ,17278 ,2021-07-06,2 ,1 ,0.91 ,1290 ,1 ,,,,,,,,,
20201027,서울동부,2020-55425, 송파구 석촌동 259-8외 1필지 현대골든빌라 제3층 제302호,10.8,19.1,38500 ,40000 ,2021-10-12,0 ,0 ,1.04 ,472 ,1 ,,,,,,,,,
20201027,서울남부,2020-8002, 구로구 가리봉동 87-225 스카이빌 제104동 제5층 제502호 ,4.2,9,25000 ,23000 ,2021-11-24,9 ,2 ,0.92 ,148 ,0 ,,,,,,,,,
20201027,서울북부,2020-110083, 강북구 미아동 791-1460 청우컨스빌 제3층 제302호 ,8.1,12.5,18400 ,12527 ,2021-12-08,1 ,2 ,0.68 ,291 ,1 ,,,,,,,,,
20201028,서울동부,2020-3875, 송파구 삼전동 113 스카이빌 제6층 제601호   ,7,6.3,28808 ,30001 ,2021-05-31,1 ,0 ,1.04 ,169 ,0 ,,,,,,,,,
20201028,서울중앙,2020-109480, 종로구 평창동 148-28 더스마츠 제비동 제1층 제102호 ,27.4,21.5,46100 ,46460 ,2021-12-07,2 ,1 ,1.01 ,3536 ,1 ,,,,,,,,,
20201028,서울서부,2020-56345," 은평구 역촌동 72-6외 2필지 중앙하이츠 제5층 제502호
",8,10.5,19200 ,16000 ,2022-01-11,1 ,1 ,0.83 ,785 ,1 ,,,,,,,,,
20201029,서울남부,2020-110998, 구로구 오류동 15688 신산장빌라 제3층 제302호 외1건   ,20.3,17.1,15700 ,16333 ,2021-06-01,3 ,0 ,1.04 ,445 ,0 ,,,,,,,,,
20201029,서울북부,2020-6757, 도봉구 쌍문동 13860외 1필지 스마트빌 제2층 제203호  ,7.6,13.2,210000 ,21301 ,2021-08-17,1 ,0 ,0.10 ,335 ,0 ,,,,,,,,,
20201029,서울남부,2020-111113, 금천구 독산동 102135외 1필지 행복타운 제4층 제401호   ,9.4,25.4,28900 ,30789 ,2021-08-17,8 ,1 ,1.07 ,1256 ,1 ,,,,,,,,,
20201030,서울북부,2020-110199, 중랑구 면목동 1396 자연인아파트 제101동 제2층 제201호   ,9.2,16.1,27600 ,30000 ,2021-07-05,2 ,0 ,1.09 ,312 ,1 ,,,,,,,,,
20201102,서울북부,2020-6801, 강북구 번동 148-408 태원주택 제지하층 제1호,5.9,9,15300 ,19330 ,2021-10-13,6 ,0 ,1.26 ,593 ,0 ,,,,,,,,,
20201102,서울남부,2020-7887, 강서구 화곡동 1017-24외 1필지 동우하이빌 제2층 제202호 ,5.3,9,19500 ,17500 ,2021-10-14,2 ,2 ,0.90 ,512 ,0 ,,,,,,,,,
20201102,서울남부 ,2020-110776, 강서구 화곡동 56-342 이레쉐르빌 제4층 제401호 ,7.2,9.8,14500 ,1946 ,2022-09-15,1 ,9 ,7.45 ,930 ,1 ,,,,,,,,,
20201103,서울남부,2020-111281, 양천구 목동 53213외 1필지 제2층 제303호   ,8.1,13.3,18600 ,19222 ,2021-04-21,2 ,0 ,1.03 ,331 ,0 ,,,,,,,,,
20201103,서울중앙,2020-109664, 서초구 양재동 1514 제1층 제102호   ,7.2,14.5,32400 ,42255 ,2021-07-06,7 ,0 ,1.30 ,259 ,1 ,,,,,,,,,
20201103,서울서부,2020-4238, 은평구 역촌동 27-48외 1필지 제2층 제201호 ,6.6,13.2,14800 ,17990 ,2021-09-28,2 ,0 ,1.22 ,199 ,0 ,,,,,,,,,
20201103,서울남부,2020-111304, 강서구 화곡동 808-11외 1필지 아르떼빌 제2층 제204호 ,5.3,9,18600 ,17200 ,2021-10-13,1 ,2 ,0.92 ,1012 ,1 ,,,,,,,,,
20201103,서울중앙,2020-109497, 동작구 상도동 491-19 아너스힐 제5층 제502호 ,7.9,12.8,31700 ,26311 ,2021-11-03,15 ,2 ,0.83 ,101 ,1 ,,,,,,,,,
20201104,서울중앙,2020-109626," 동작구 상도동 279-265 제니스빌 제5층 제501호
",8.4,14.4,32600 ,29601 ,2022-01-11,7 ,2 ,0.91 ,780 ,1 ,,,,,,,,,
20201105,서울서부,2020-53643," 서대문구 홍은동 189-11 효성빌라 제가동 제2층 제201호(통칭:301호)
",10.4,14.3,15400 ,12410 ,2022-02-15,1 ,1 ,0.81 ,725 ,0 ,,,,,,,,,
20201106,서울남부,2020-110967, 금천구 시흥동 8273 신흥뜨란채 제3층 제304호   ,5,8.7,22800 ,18900 ,2021-08-18,1 ,1 ,0.83 ,1399 ,1 ,,,,,,,,,
20201106,서울중앙,2020-109732, 강남구 도곡동 516-4 제3층 제304호 ,5.7,9.6,30600 ,31100 ,2021-09-29,10 ,1 ,1.02 ,315 ,0 ,,,,,,,,,
20201106,서울서부,2020-56420, 마포구 구수동 47외 2필지 문하우스 제5층 제501호 ,5.9,8.1,20800 ,19588 ,2021-11-09,1 ,1 ,0.94 ,150 ,1 ,,,,,,,,,
20201109,서울북부,2020-110397, 성북구 삼선동4가 411외 1필지 라온빌 제2층 제202호   ,5.1,8,23700 ,24010 ,2021-07-05,1 ,0 ,1.01 ,471 ,1 ,,,,,,,,,
20201109,서울남부,2020-111557, 양천구 목동 12847외 2필지 세교예지안4차 제2동 제3층 제302호   ,7.8,9.7,22400 ,23520 ,2021-07-21,1 ,0 ,1.05 ,173 ,1 ,,,,,,,,,
20201111,서울남부,2020-111465, 강서구 내발산동 70218외 1필지 까사지오 제101동 제6층 제601호   ,9.1,17.8,33600 ,30100 ,2021-08-24,4 ,1 ,0.90 ,313 ,0 ,,,,,,,,,
20201111,서울남부,2020-111649, 구로구 가리봉동 12224외 1필지 비체뜰안 제3층 제301호   ,5.6,9,20900 ,23810 ,2021-09-01,4 ,1 ,1.14 ,267 ,1 ,,,,,,,,,
20201111,서울북부,2020-6962, 도봉구 도봉동 572-6 한솔팰리스 제4층 제402호,7.9,14.2,18100 ,16200 ,2021-09-28,3 ,1 ,0.90 ,497 ,0 ,,,,,,,,,
20201111,서울북부,2020-110533, 강북구 우이동 22-2 보성빌라 제2층 제1호 ,11.6,14.9,15200 ,12160 ,2021-11-16,1 ,1 ,0.80 ,253 ,1 ,,,,,,,,,
20201111,서울북부,2020-110533, 강북구 수유동 410-60 제4층 제401호 ,7.7,12.4,14800 ,11306 ,2021-12-21,5 ,2 ,0.76 ,418 ,1 ,,,,,,,,,
20201111,서울남부,2020-111793," 강서구 화곡동 98-128 유유그린빌라트 제1층 제101호
",8.8,17.6,20500 ,15400 ,2022-01-05,10 ,2 ,0.75 ,372 ,1 ,,,,,,,,,
20201111,서울남부,2020-111540," 금천구 독산동 973-46 로즈빌 제2층 제201호
",5.2,12.8,27300 ,7200 ,2022-03-02,1 ,6 ,0.26 ,1793 ,1 ,,,,,,,,,
20201111,서울서부,2020-4351, 마포구 성산동 635-8 현대하이츠빌라 제4층 제403호,7,14.5,27200 ,26006 ,2022-05-03,14 ,2 ,1.05 ,511 ,0 ,,,,,,,,,
20201112,서울동부,2020-4144, 광진구 광장동 18214 강변빌리지 2동 제5층 제501호   ,4.9,8.2,17925 ,17233 ,2021-08-23,1 ,1 ,0.96 ,500 ,1 ,,,,,,,,,
20201112,서울동부,2020-56039, 강동구 길동 3692외 1필지 새봄빌라 제4층 제403호   ,5.4,9,26000 ,22520 ,2021-08-23,5 ,1 ,0.87 ,265 ,1 ,,,,,,,,,
20201112,서울남부,2020-111762, 강서구 화곡동 101218 대용화이트빌 제3층 제301호   ,7.1,10.3,17600 ,15319 ,2021-08-24,4 ,1 ,0.87 ,260 ,1 ,,,,,,,,,
20201112,서울남부,2020-111786, 강서구 화곡동 105-142외 2필지 신흥뜨란채 제가동 제2층 제201호,8.7,15.7,27500 ,22500 ,2021-10-12,2 ,2 ,0.82 ,151 ,1 ,,,,,,,,,
20201112,서울남부,2020-111694, 강서구 화곡동 424-100외 2필지 비에스하우징2 제2층 제202호,5.8,14.2,22900 ,18549 ,2021-10-28,3 ,2 ,0.81 ,575 ,0 ,,,,,,,,,
20201112,서울남부,2020-111717, 강서구 화곡동 869-9외 2필지 로빈하우스 제6층 제601호 ,7,10.7,23300 ,16799 ,2021-11-16,2 ,2 ,0.72 ,676 ,1 ,,,,,,,,,
20201112,서울남부,2020-111717, 강서구 화곡동 869-9외 2필지 로빈하우스 제4층 제403호 ,4.4,6.7,15900 ,11255 ,2021-11-16,1 ,2 ,0.71 ,676 ,1 ,,,,,,,,,
20201112,서울남부,2020-111779, 강서구 화곡동 352-35 한화베스트빌 제5층 제501호 ,9.5,17.1,20100 ,14371 ,2021-11-17,3 ,2 ,0.71 ,459 ,1 ,,,,,,,,,
20201112,서울남부,2020-111694, 강서구 화곡동 424-100외 2필지 비에스하우징2 제2층 제201호 ,4.5,10.6,19500 ,15800 ,2021-12-02,8 ,3 ,0.81 ,575 ,0 ,,,,,,,,,
20201112,서울남부,2020-111731, 강서구 화곡동 410-92 모노6차 제2층 제201호 ,6.8,9.1,20200 ,16700 ,2021-12-08,13 ,2 ,0.83 ,558 ,1 ,,,,,,,,,
20201112,서울남부,2020-111731, 강서구 화곡동 410-92 모노6차 제3층 제302호 ,6.8,9.1,20200 ,17590 ,2021-12-08,13 ,2 ,0.87 ,558 ,1 ,,,,,,,,,
20201112,서울북부,2020-110588," 성북구 정릉동 266-38 현대타운하우스 제4층 제402호
",10,23.6,26200 ,24740 ,2022-02-22,2 ,1 ,0.94 ,354 ,1 ,,,,,,,,,
20201112,서울남부 ,2020-111670, 강서구 화곡동 367-3외 3필지 에스엠파크빌 제101동 제2층 제203호,4,11.5,16600 ,4012 ,2022-05-12,1 ,7 ,4.14 ,420 ,1 ,,,,,,,,,
20201112,서울남부 ,2020-111670, 강서구 화곡동 367-3외 3필지 에스엠파크빌 제101동 제3층 제301호,4,12.1,17500 ,3077 ,2022-06-09,2 ,8 ,5.69 ,426 ,1 ,,,,,,,,,
20201112,서울남부 ,2020-111670, 강서구 화곡동 367-3외 3필지 에스엠파크빌 제101동 제3층 제302호,4,11.2,16100 ,16490 ,2022-06-09,3 ,8 ,0.98 ,426 ,1 ,,,,,,,,,
20201113,서울남부,2020-111472, 금천구 시흥동 90569외 1필지 세더클래스 제4층 제402호  ,6.2,10.6,18900 ,18000 ,2021-08-18,4 ,1 ,0.95 ,1104 ,0 ,,,,,,,,,
20201113,서울남부,2020-111861, 강서구 화곡동 409-150 유니온쉐르빌 제4층 제401호 ,6.2,12,14800 ,7577 ,2021-10-20,1 ,3 ,0.51 ,510 ,1 ,,,,,,,,,
20201113,서울남부,2020-111854," 구로구 고척동 250-7외 1필지 로뎀하우스 제3층 제304호
",6,9.1,18500 ,19338 ,2022-01-05,5 ,1 ,1.05 ,1392 ,0 ,,,,,,,,,
20201116,서울북부,2020-110670, 도봉구 도봉동 554-21 미성빌라 제1층 제102호 ,6.8,12.2,11500 ,12570 ,2021-10-12,1 ,0 ,1.09 ,563 ,0 ,,,,,,,,,
20201116,서울북부,2020-7019, 도봉구 도봉동 584-2 새한 연립 제1동 제103호 외1건,23.1,21.7,27200 ,28711 ,2021-10-13,2 ,0 ,1.06 ,225 ,0 ,,,,,,,,,
20201118,서울남부,2020-112109, 강서구 화곡동 42-50 삼성그린빌 제1층 제101호,7.2,16.4,14600 ,11950 ,2021-10-12,2 ,1 ,0.82 ,1112 ,0 ,,,,,,,,,
20201118,서울서부,2020-55724, 마포구 성산동 631-3 한샘하이츠빌라 제지하층 제비01호,11.1,18.8,24000 ,16499 ,2021-11-02,4 ,2 ,0.69 ,600 ,0 ,,,,,,,,,
20201118,서울중앙,2020-109978," 관악구 신림동 598-163 아트빌하우스 제3층 제302호
",9.4,16.9,29600 ,25180 ,2022-01-12,2 ,1 ,0.85 ,1241 ,0 ,,,,,,,,,
20201119,서울남부,2020-8460, 금천구 시흥동 9272 다세대주택 제1동 제4층 제401호   ,11,17.8,21100 ,17780 ,2021-08-24,3 ,1 ,0.84 ,1563 ,1 ,,,,,,,,,
20201119,서울남부,2020-8477, 양천구 목동 7332 대림글로빌 제1층 제101호   ,3.5,5.8,8300 ,6760 ,2021-08-25,1 ,1 ,0.81 ,1092 ,0 ,,,,,,,,,
20201119,서울북부,2020-7101, 강북구 우이동 154-7 우창파크빌 제2층 제202호 ,12.7,22.6,24500 ,26199 ,2021-09-28,1 ,0 ,1.07 ,330 ,0 ,,,,,,,,,
20201119,서울남부,2020-112192, 강서구 화곡동 423-9외 1필지 갤럭시시티 제3층 제302호,6.2,10.6,28700 ,21400 ,2021-10-14,1 ,2 ,0.75 ,340 ,1 ,,,,,,,,,
20201119,서울북부,2020-110427, 도봉구 쌍문동 7-22 인창맨션 비동 제5층 제502호 ,6.2,12.8,12300 ,12321 ,2021-11-23,1 ,0 ,1.00 ,1124 ,0 ,,,,,,,,,
20201119,서울남부,2020-112246," 양천구 신월동 153-1 가진빌 제4층 제402호
",7.9,13.8,17800 ,14599 ,2022-01-05,1 ,1 ,0.82 ,1571 ,1 ,,,,,,,,,
20201120,서울남부,2020-112147, 강서구 화곡동 61-74 대동빌라 제2층 제202호 ,7.9,14.8,14400 ,13100 ,2021-10-12,1 ,1 ,0.91 ,402 ,1 ,,,,,,,,,
20201120,서울북부,2020-7132, 강북구 수유동 526-12 천우빌리지 제1층 제101호 ,10,14.4,13700 ,13119 ,2021-11-10,7 ,1 ,0.96 ,420 ,0 ,,,,,,,,,
20201123,서울남부,2020-8576, 양천구 신월동 739외 1필지 가온빌 제5층 제501호   ,5.7,9,21500 ,21500 ,2021-05-12,1 ,0 ,1.00 ,880 ,1 ,,,,,,,,,
20201123,서울남부,2020-112468, 강서구 화곡동 36920 품 준 쉐르빌 제2층 제203호   ,7.1,12.4,18600 ,16500 ,2021-05-26,1 ,1 ,0.89 ,588 ,1 ,,,,,,,,,
20201123,서울남부,2020-8583, 양천구 목동 780-22 아인펠리체2차 제2동 제2층 제202호 ,5.5,8.7,20500 ,9100 ,2021-12-21,1 ,4 ,0.44 ,972 ,1 ,,,,,,,,,
20201124,서울남부,2020-112314, 강서구 화곡동 817-21외 1필지 신우쉬라빌 제5층 제503호 ,7.4,11.7,18000 ,21501 ,2021-11-16,2 ,2 ,1.19 ,1139 ,1 ,,,,,,,,,
20201124,서울남부,2020-8231," 강서구 방화동 272-52 현대빌라 제1층 제101호
",8,16.8,20900 ,11750 ,2022-02-09,3 ,3 ,0.56 ,716 ,1 ,,,,,,,,,
20201125,서울북부,2020-6092, 강북구 수유동 45163 샤인힐스빌 2층 제202호  ,8,15.8,16900 ,14777 ,2021-05-31,3 ,1 ,0.87 ,184 ,0 ,,,,,,,,,
20201125,서울남부,2020-112581, 강서구 화곡동 35479 현대블루밍 제102동 제603호   ,3.4,5.7,16300 ,19000 ,2021-08-17,1 ,0 ,1.17 ,537 ,1 ,,,,,,,,,
20201125,서울북부,2020-111024, 성북구 하월곡동 29-147 삼조월곡빌라 제1층 제101호,13.9,22.3,28700 ,33157 ,2021-10-12,3 ,0 ,1.16 ,69 ,0 ,,,,,,,,,
20201125,서울남부,2020-112505," 강서구 화곡동 409-126외 1필지 하나아이파크빌 제5층 제502호
",5.5,7.6,19800 ,13510 ,2022-03-16,4 ,3 ,0.68 ,600 ,1 ,,,,,,,,,
20201126,서울남부,2020-112482, 금천구 독산동 884-18외 1필지 세방스테이 제3층 제303호 ,6,8.9,24200 ,22650 ,2021-11-17,1 ,1 ,0.94 ,912 ,1 ,,,,,,,,,
20201126,서울북부,2020-110922," 도봉구 방학동 525-1외 2필지 제나동 제1층 제102호
",21.8,26.9,24900 ,16599 ,2022-02-16,1 ,2 ,0.67 ,1576 ,1 ,,,,,,,,,
20201127,서울남부,2020-112697, 구로구 오류동 31-276 다크호스빌 제2층 제201호 ,10.5,17.6,22800 ,18112 ,2021-12-01,9 ,2 ,0.79 ,364 ,1 ,,,,,,,,,
20201127,서울북부,2020-111154," 중랑구 면목동 31-8외 1필지 엘린하우스 제6층 제601호
",4,6.3,20000 ,20400 ,2022-01-18,1 ,0 ,1.02 ,1147 ,1 ,,,,,,,,,
20201130,서울남부,2020-8729, 양천구 신월동 9276 새한빌라 2동 제3층 제302호  ,10.1,12.5,20800 ,27777 ,2021-07-07,2 ,0 ,1.34 ,1414 ,0 ,,,,,,,,,
20201130,서울서부,2020-4603, 은평구 신사동 237-208외 1필지 상하그린빌리지 제2층 제201호 ,7.3,14.7,13600 ,15100 ,2021-09-28,1 ,0 ,1.11 ,975 ,0 ,,,,,,,,,
20201130,서울남부 ,2020-8781, 금천구 시흥동 827-3 신흥뜨란채 제3층 제302호,7.7,13.5,30000 ,26000 ,2022-06-23,1 ,5 ,1.15 ,1404 ,1 ,,,,,,,,,
20201201,서울북부,2020-7248, 중랑구 묵동 246-24외 2필지 토토하우스 제4층 제401호 ,7.3,8.9,16500 ,20000 ,2021-12-28,1 ,0 ,1.21 ,451 ,1 ,,,,,,,,,
20201201,서울중앙,2020-6338, 강남구 논현동 43외 6필지 롯데빌리지 제비동 제2층 제202호,56.4,73.4,227000 ,263000 ,2022-05-11,6 ,0 ,0.86 ,324 ,0 ,,,,,,,,,
20201202,서울서부,2020-57041, 은평구 불광동 296-5외 1필지 샹그리라 제2층 제203호,7.2,12.7,26000 ,22769 ,2021-10-12,1 ,1 ,0.88 ,296 ,1 ,,,,,,,,,
20201202,서울북부,2020-110816, 강북구 수유동 130-75 수림빌라 제4층 제401호 ,7.5,12.3,12100 ,13000 ,2021-11-16,1 ,0 ,1.07 ,476 ,1 ,,,,,,,,,
20201203,서울동부,2020-56336, 강동구 암사동 455-13 서연아트빌 제4층 제402호,7.5,16.1,28000 ,24748 ,2021-10-12,0 ,1 ,0.88 ,713 ,1 ,,,,,,,,,
20201203,서울남부,2020-112666, 강서구 화곡동 29-78 궁전빌라 제4층 제402호,7.4,13.6,15400 ,13500 ,2021-10-12,1 ,1 ,0.88 ,794 ,1 ,,,,,,,,,
20201203,서울남부,2020-112727, 강서구 화곡동 803-6외 1필지 엠펠리체 제5층 제503호 ,5.5,8.8,22500 ,14400 ,2021-12-22,1 ,2 ,0.64 ,821 ,1 ,,,,,,,,,
20201203,서울남부,2020-113027," 강서구 화곡동 452-2 가산쉐르빌 제3층 제302호
",8.3,16.4,22800 ,17784 ,2022-01-05,13 ,2 ,0.78 ,479 ,1 ,,,,,,,,,
20201203,서울중앙,2020-6383, 관악구 신림동 685-205외 1필지 호수빌라 제1층 제101호,7.8,15.3,16000 ,18066 ,2022-06-23,1 ,0 ,0.89 ,1590 ,0 ,,,,,,,,,
20201203,서울남부 ,2020-112925, 강서구 화곡동 382-25외 2필지 태한하이빌 제2층 제202호,7.7,11.5,24400 ,2896 ,2022-12-21,1 ,10 ,8.43 ,316 ,1 ,,,,,,,,,
20201204,서울남부,2020-113034, 양천구 신월동 9411 장미빌라 제지하층 제가호   ,10.1,13.4,8500 ,9120 ,2021-09-01,3 ,0 ,1.07 ,954 ,0 ,,,,,,,,,
20201204,서울남부,2020-112963, 강서구 화곡동 1120-8 업타운빌리지 제3층 제302호,8.6,9,22600 ,18399 ,2021-11-03,2 ,1 ,0.81 ,1012 ,1 ,,,,,,,,,
20201204,서울중앙,2020-110558," 관악구 봉천동 180-109 뉴월드맨션2차 제4층 제401호
",7.8,18.6,32100 ,26287 ,2022-02-16,8 ,2 ,0.82 ,703 ,1 ,,,,,,,,,
20201204,서울중앙,2020-110640," 중구 신당동 67-34외 2필지 삼성쉐르빌 제3층 제302호
",8.9,15.1,52900 ,43878 ,2022-03-08,9 ,2 ,0.83 ,383 ,0 ,,,,,,,,,
20201204,서울남부,2020-112932, 강서구 화곡동 381-2외 1필지 다솜 제에이동 제2층 제204호 ,6.1,10.2,19700 ,16805 ,2022-04-05,3 ,6 ,0.85 ,177 ,1 ,,,,,,,,,
20201207,서울중앙,2020-6277, 서초구 서초동 148731 서초동148731공동주택김영숙)주건축물제1동 제3층 제302호   ,5.5,8.7,37000 ,37123 ,2021-09-14,1 ,0 ,1.00 ,733 ,1 ,,,,,,,,,
20201207,서울서부,2020-4689, 서대문구 북가좌동 74-211외 1필지 다원샤인빌 제1층 제101호,9.5,16.2,17600 ,15500 ,2021-10-12,1 ,1 ,0.88 ,667 ,1 ,,,,,,,,,
20201207,서울남부,2020-112994, 강서구 화곡동 403-4 삼익뜨란채 제4층 제401호 ,4.3,6.1,21600 ,13970 ,2021-10-28,1 ,2 ,0.65 ,152 ,0 ,,,,,,,,,
20201208,서울북부,2020-7422, 성북구 정릉동 819-10 신진빌라 제나동 제1층 제103호 외1건,33.7,39.4,33500 ,34175 ,2021-10-06,3 ,0 ,1.02 ,864 ,0 ,,,,,,,,,
20201208,서울동부,2020-56404," 강동구 성내동 438-9 화영하우스 제나동 제3층 제301호
",7.9,12.6,31900 ,32000 ,2022-03-14,3 ,0 ,1.00 ,342 ,1 ,,,,,,,,,
20201208,서울동부,2020-56404, 강동구 성내동 438-9 화영하우스 제나동 제2층 제203호 ,8.5,13.6,34600 ,33333 ,2022-04-18,3 ,1 ,0.96 ,342 ,1 ,,,,,,,,,
20201208,서울북부,2020-111499, 성북구 길음동 1205 에스엠파크2차 제3층 제301호,8.3,16.2,22900 ,24000 ,2022-06-07,1 ,3 ,0.95 ,426 ,1 ,,,,,,,,,
20201209,서울북부,2020-7484, 중랑구 면목동 96-18외 2필지 그랑아트빌 제2층 제202호 ,12.8,20.5,27300 ,35130 ,2021-10-06,7 ,0 ,1.29 ,304 ,1 ,,,,,,,,,
20201209,서울남부,2020-113188," 강서구 화곡동 159-35 하나빌라 제5층 제501호
",8.3,14.4,21500 ,15610 ,2022-01-05,5 ,2 ,0.73 ,387 ,1 ,,,,,,,,,
20201209,서울남부,2020-9081," 금천구 시흥동 239-26외 1필지 금산캐슬 제3층 제301호
",5.3,8.9,16600 ,14036 ,2022-02-16,2 ,1 ,0.85 ,1870 ,0 ,,,,,,,,,
20201210,서울북부,2020-111611," 강북구 수유동 445-54 황궁빌라 제지하층 제비01호
",11.7,18.4,11600 ,11299 ,2022-02-15,1 ,1 ,0.97 ,335 ,0 ,,,,,,,,,
20201211,서울남부,2020-113133, 강서구 화곡동 867-2 더하우스 제2층 제201호 ,7.8,17.4,33000 ,25300 ,2021-12-08,1 ,2 ,0.77 ,831 ,1 ,,,,,,,,,
20201211,서울서부,2020-57423," 마포구 신수동 62-82외 1필지 한신지우빌 제1층 제101호
",10.8,17.4,32400 ,24227 ,2022-01-11,2 ,2 ,0.75 ,366 ,1 ,,,,,,,,,
